AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
24.1,1.74,0.23,0.06,0.7,9.4,10.1,35.2,20.0,10.0,0.0,71.0,2.1,1.8,63.0,59.0,3.7,2.6
24.0,1.74,0.19,0.05,0.3,8.2,8.7,36.8,17.0,7.0,0.0,70.0,2.2,1.79,63.0,63.0,3.0,2.6
23.9,1.75,0.19,0.04,0.3,7.9,8.4,37.1,12.0,8.0,0.0,70.0,1.7,1.79,66.0,67.0,3.1,2.3
24.1,1.74,0.11,0.02,0.7,5.4,6.1,38.4,21.0,6.0,0.0,70.0,1.9,1.76,61.0,44.0,2.3,2.4
24.1,1.75,0.1,0.01,0.8,4.1,5.0,39.3,15.0,5.0,0.0,70.0,1.4,1.76,61.0,57.0,2.5,2.0
24.1,1.75,0.1,0.02,0.7,4.6,5.3,37.7,15.0,5.0,0.0,70.0,1.7,1.77,59.0,57.0,2.2,1.9
24.0,1.75,0.05,0.03,0.7,4.7,5.4,37.7,19.0,6.0,0.0,70.0,1.4,1.78,62.0,73.0,2.4,2.0
24.2,1.75,0.1,0.02,0.7,4.6,5.3,37.3,14.0,5.0,0.0,70.0,1.7,1.77,61.0,56.0,2.5,2.1
24.3,1.76,0.14,0.05,0.8,6.6,7.4,34.1,15.0,7.0,0.0,70.0,1.6,1.81,60.0,72.0,2.0,1.7
24.5,1.79,0.23,0.11,1.3,11.3,12.6,29.8,21.0,7.0,0.0,71.0,1.4,1.9,54.0,53.0,2.3,1.6
25.2,1.78,0.27,0.09,2.4,13.4,15.8,28.8,21.0,5.0,0.0,68.0,1.6,1.87,61.0,66.0,2.3,2.0
26.2,1.74,0.21,0.07,2.0,9.6,11.6,34.4,24.0,6.0,0.0,65.0,1.4,1.81,58.0,63.0,2.6,2.0
26.9,1.77,0.26,0.1,2.3,11.1,13.3,38.4,30.0,6.0,0.0,64.0,1.3,1.87,54.0,66.0,3.1,2.2
27.8,1.77,0.24,0.09,2.3,9.6,11.9,44.9,26.0,8.0,0.0,62.0,1.4,1.86,47.0,48.0,3.2,2.6
28.9,1.77,0.23,0.08,2.1,8.6,10.6,49.4,28.0,7.0,0.0,58.0,1.4,1.85,53.0,55.0,3.0,2.5
29.2,1.73,0.19,0.07,1.9,6.6,8.5,49.4,22.0,5.0,0.0,57.0,1.3,1.8,52.0,49.0,3.5,2.8
28.9,1.74,0.2,0.07,1.8,7.4,9.2,46.9,24.0,8.0,0.0,59.0,1.2,1.81,45.0,48.0,4.2,2.9
28.2,1.75,0.2,0.09,1.8,7.7,9.5,42.1,25.0,8.0,0.0,61.0,1.2,1.84,46.0,46.0,2.9,2.8
27.4,1.76,0.25,0.11,1.7,11.6,13.3,33.1,29.0,8.0,0.0,64.0,1.1,1.87,49.0,39.0,2.6,2.3
26.4,1.77,0.3,0.14,1.3,13.9,15.2,26.5,28.0,10.0,0.0,67.0,1.3,1.91,51.0,44.0,2.4,2.2
25.4,1.79,0.34,0.17,1.3,17.8,19.1,21.9,36.0,18.0,0.0,71.0,1.8,1.96,45.0,45.0,2.9,2.1
24.9,1.81,0.33,0.16,1.3,16.9,18.2,21.7,29.0,12.0,0.0,74.0,1.7,1.97,47.0,46.0,2.2,1.7
24.6,1.83,0.32,0.15,1.2,16.7,17.9,21.0,34.0,10.0,0.0,75.0,1.6,1.98,59.0,53.0,1.7,1.6
24.4,1.84,0.33,0.16,1.2,17.4,18.6,21.5,38.0,11.0,0.0,76.0,1.7,2.0,47.0,41.0,2.2,1.7
24.2,1.82,0.25,0.12,1.2,13.3,14.4,28.0,42.0,21.0,0.0,76.0,2.0,1.94,48.0,54.0,1.9,1.8
24.0,1.82,0.2,0.09,1.0,11.1,12.0,33.2,45.0,16.0,0.0,77.0,1.7,1.91,52.0,71.0,2.6,1.8
23.9,1.79,0.17,0.08,0.9,8.7,9.6,36.3,42.0,21.0,0.0,78.0,1.6,1.87,65.0,58.0,2.3,2.0
24.0,1.82,0.19,0.08,0.7,9.1,9.8,31.9,38.0,14.0,0.0,78.0,2.3,1.9,47.0,44.0,2.0,1.5
24.0,1.82,0.19,0.09,0.6,9.7,10.3,32.5,38.0,13.0,0.0,79.0,2.6,1.91,45.0,48.0,2.7,2.2
23.8,1.79,0.14,0.07,0.3,6.8,7.2,38.8,43.0,17.0,0.0,80.0,2.1,1.86,43.0,42.0,3.1,2.4
23.6,1.8,0.16,0.07,0.5,6.1,6.7,39.9,52.0,18.0,0.0,81.0,2.0,1.87,48.0,55.0,2.1,1.7
23.7,1.8,0.15,0.05,0.6,6.8,7.449999999999999,40.9,57.0,24.0,0.0,82.0,2.3,1.85,59.0,56.0,2.5,1.6
24.1,1.78,0.19,0.06,0.7,7.5,8.2,48.2,71.0,23.0,0.0,82.0,2.6,1.84,46.0,47.0,2.6,2.0
24.0,1.79,0.21,0.05,3.3,6.6,9.9,57.8,81.0,25.0,0.0,81.0,2.4,1.84,48.0,49.0,3.9,2.8
24.2,1.84,0.23,0.06,0.8,6.0,6.8,60.4,84.0,30.0,0.0,79.0,2.1,1.9,48.0,48.0,3.4,2.8
24.3,1.78,0.22,0.05,0.6,6.0,6.6,62.8,86.0,31.0,0.0,78.0,1.9,1.83,51.0,48.0,4.3,3.5
24.3,1.79,0.25,0.07,0.6,7.0,7.6,59.7,83.0,29.0,0.0,78.0,1.9,1.86,55.0,70.0,3.7,2.7
24.8,1.78,0.24,0.05,0.8,6.9,7.6,59.8,75.0,29.0,0.0,75.0,1.9,1.83,63.0,75.0,3.3,2.9
25.1,1.78,0.25,0.06,0.8,7.2,8.0,58.1,66.0,27.0,0.0,74.0,2.1,1.84,57.0,53.0,4.0,2.6
24.9,1.77,0.22,0.05,0.6,7.7,8.3,58.7,72.0,27.0,0.0,74.0,2.2,1.82,52.0,46.0,3.5,3.2
24.9,1.77,0.23,0.06,0.8,7.6,8.4,56.0,76.0,29.0,0.0,74.0,2.3,1.83,50.0,47.0,3.7,2.8
24.8,1.77,0.21,0.06,0.7,8.1,8.8,54.8,70.0,31.0,0.0,76.0,2.2,1.83,48.0,47.0,4.2,2.9
24.4,1.77,0.2,0.05,0.6,7.5,8.1,53.9,69.0,31.0,0.0,77.0,2.2,1.82,52.0,52.0,3.7,3.4
24.0,1.77,0.22,0.06,0.3,7.1,7.5,53.6,74.0,32.0,0.0,78.0,2.1,1.83,53.0,52.0,5.3,3.7
23.7,1.77,0.2,0.04,0.3,6.1,6.6,55.8,66.0,33.0,0.0,76.0,1.9,1.81,55.0,58.0,4.9,4.0
23.4,1.78,0.2,0.04,0.3,6.5,6.8,57.6,64.0,31.0,0.0,75.0,1.9,1.82,51.0,50.0,5.1,3.6
23.3,1.78,0.21,0.03,0.5,6.0,6.6,61.8,66.0,29.0,0.0,74.0,1.8,1.81,56.0,58.0,3.7,3.4
23.2,1.78,0.19,0.03,0.3,5.1,5.5,64.6,69.0,28.0,0.0,74.0,1.8,1.81,55.0,52.0,4.8,3.4
23.1,1.78,0.19,0.03,0.3,5.1,5.5,65.9,68.0,30.0,0.0,75.0,1.9,1.81,52.0,48.0,4.7,3.9
22.9,1.77,0.18,0.03,0.5,5.2,5.8,66.7,67.0,29.0,0.0,75.0,2.3,1.8,53.0,52.0,5.0,3.9
22.6,1.77,0.19,0.03,0.3,5.2,5.7,63.7,63.0,28.0,0.0,77.0,2.6,1.8,56.0,47.0,4.0,3.3
22.7,1.77,0.17,0.01,0.3,5.0,5.3,63.2,65.0,22.0,0.0,76.0,1.9,1.78,59.0,72.0,4.0,3.0
22.9,1.76,0.15,0.02,0.3,3.7,3.9,62.0,59.0,29.0,0.0,74.0,1.8,1.78,65.0,64.0,3.9,2.5
23.1,1.76,0.14,0.02,0.3,3.6,3.8,61.5,55.0,21.0,0.0,69.0,1.6,1.78,65.0,67.0,4.1,2.9
23.2,1.75,0.13,0.02,0.3,3.9,4.0,60.6,53.0,19.0,0.0,68.0,1.8,1.77,65.0,67.0,4.4,3.1
23.2,1.76,0.16,0.02,0.3,4.1,4.3,59.9,57.0,23.0,0.0,71.0,1.7,1.78,63.0,70.0,4.2,3.1
23.0,1.75,0.15,0.03,0.3,5.5,5.8,54.4,51.0,26.0,0.0,75.0,1.9,1.78,58.0,62.0,3.6,3.1
23.2,1.75,0.2,0.04,0.5,8.1,8.6,49.1,48.0,16.0,0.0,73.0,1.9,1.79,55.0,50.0,5.0,3.4
23.3,1.74,0.18,0.04,0.5,7.9,8.4,48.5,46.0,15.0,0.0,72.0,2.0,1.78,54.0,50.0,4.7,3.5
23.5,1.75,0.16,0.05,0.8,9.3,10.1,46.1,39.0,17.0,0.0,71.0,2.0,1.8,55.0,52.0,4.9,3.1
23.3,1.74,0.15,0.06,0.8,9.0,9.8,46.3,40.0,14.0,0.0,70.0,2.0,1.8,63.0,70.0,4.9,3.6
23.5,1.74,0.15,0.07,0.8,8.2,9.0,46.9,32.0,13.0,0.0,68.0,2.0,1.81,54.0,50.0,4.5,3.1
23.9,1.73,0.14,0.05,0.7,6.5,7.2,51.3,41.0,12.0,0.0,65.0,1.8,1.78,52.0,46.0,4.5,3.8
24.0,1.73,0.13,0.05,0.9,6.7,7.6,50.9,41.0,15.0,0.0,66.0,1.9,1.78,51.0,55.0,4.9,4.2
23.8,1.74,0.16,0.07,1.0,7.7,8.7,51.2,45.0,21.0,0.0,66.0,2.0,1.81,60.0,65.0,5.0,3.7
23.9,1.75,0.17,0.07,1.0,8.6,9.6,51.2,52.0,17.0,0.0,65.0,2.1,1.82,62.0,60.0,4.7,3.8
23.3,1.76,0.22,0.1,0.6,11.8,12.5,46.0,50.0,20.0,0.0,70.0,2.2,1.86,65.0,58.0,3.8,3.1
23.0,1.76,0.22,0.09,0.3,11.8,12.2,45.8,49.0,19.0,0.0,72.0,2.0,1.85,65.0,69.0,4.1,2.9
22.8,1.75,0.21,0.08,0.5,10.4,10.9,47.1,39.0,17.0,0.0,71.0,2.0,1.83,65.0,62.0,4.8,3.0
22.9,1.74,0.19,0.06,0.3,9.1,9.5,49.4,39.0,14.0,0.0,69.0,2.3,1.8,64.0,64.0,5.2,3.4
22.9,1.75,0.19,0.06,0.3,8.6,9.0,50.0,41.0,12.0,0.0,69.0,2.1,1.81,63.0,56.0,4.8,3.1
22.6,1.74,0.2,0.07,0.3,9.2,9.6,47.2,37.0,14.0,0.0,71.0,2.2,1.81,74.0,69.0,4.2,3.6
22.2,1.76,0.22,0.07,0.3,11.3,11.8,42.9,37.0,20.0,0.0,74.0,2.6,1.83,72.0,63.0,4.5,3.3
22.2,1.76,0.19,0.05,0.3,9.7,10.0,43.8,31.0,11.0,0.0,75.0,2.5,1.81,72.0,64.0,3.5,3.2
22.3,1.76,0.17,0.05,0.3,9.5,9.8,44.1,32.0,24.0,0.0,76.0,1.8,1.81,72.0,72.0,5.2,3.4
22.2,1.75,0.22,0.03,0.3,7.5,7.9,45.2,28.0,13.0,0.0,77.0,2.3,1.78,70.0,75.0,4.6,3.6
22.0,1.77,0.24,0.04,0.3,7.5,7.9,46.2,28.0,14.0,0.0,79.0,2.2,1.81,70.0,75.0,4.3,3.2
21.8,1.76,0.24,0.04,0.3,7.1,7.5,48.5,32.0,17.0,0.0,80.0,2.1,1.8,69.0,72.0,4.0,3.6
21.5,1.76,0.21,0.05,0.3,6.1,6.3,50.1,23.0,12.0,0.0,78.0,2.0,1.81,68.0,61.0,3.3,3.2
21.4,1.78,0.25,0.06,0.3,6.9,7.1,50.1,26.0,14.0,0.0,80.0,1.9,1.84,53.0,53.0,4.6,3.5
21.4,1.76,0.27,0.05,0.3,7.2,7.6,52.6,31.0,15.0,0.0,80.0,1.8,1.81,60.0,77.0,4.8,3.4
21.7,1.77,0.34,0.08,1.0,12.2,13.2,44.3,31.0,16.0,0.0,79.0,2.5,1.85,70.0,70.0,4.6,3.7
22.5,1.77,0.39,0.08,1.8,13.3,15.2,46.2,25.0,17.0,0.0,76.0,2.1,1.85,72.0,74.0,5.2,3.9
23.6,1.76,0.35,0.07,2.1,12.1,14.2,51.6,40.0,18.0,0.0,70.0,2.1,1.83,67.0,68.0,6.4,4.0
24.0,1.77,0.37,0.12,2.4,12.4,14.8,51.1,41.0,14.0,0.0,68.0,2.1,1.89,60.0,47.0,5.6,4.8
24.2,1.79,0.41,0.15,3.3,16.3,19.6,48.6,41.0,20.0,0.0,67.0,2.5,1.94,57.0,66.0,5.8,4.3
24.6,1.77,0.37,0.12,3.1,14.0,17.0,51.0,42.0,18.0,0.0,65.0,2.3,1.89,58.0,66.0,5.2,4.1
24.8,1.76,0.34,0.1,2.3,12.4,14.7,53.5,47.0,17.0,0.0,62.0,2.1,1.86,64.0,61.0,5.7,4.1
24.7,1.74,0.3,0.08,1.4,9.9,11.4,55.8,48.0,19.0,0.0,61.0,1.9,1.82,67.0,70.0,6.0,4.4
24.4,1.74,0.28,0.07,1.2,9.7,10.8,54.7,49.0,20.0,0.0,61.0,1.8,1.81,70.0,68.0,5.2,4.2
23.6,1.74,0.29,0.07,1.1,10.7,11.7,53.6,46.0,20.0,0.0,63.0,1.9,1.81,69.0,66.0,5.4,4.0
22.9,1.75,0.33,0.09,0.7,11.7,12.4,50.1,42.0,14.0,0.0,67.0,2.1,1.84,65.0,63.0,4.8,3.6
22.6,1.76,0.38,0.1,0.3,13.1,13.6,47.7,44.0,18.0,0.0,67.0,2.0,1.86,63.0,62.0,4.6,3.3
22.5,1.77,0.4,0.12,0.6,14.3,14.9,46.4,44.0,18.0,0.0,67.0,2.3,1.89,67.0,69.0,4.2,3.5
22.4,1.77,0.36,0.09,0.3,12.3,12.5,50.8,40.0,19.0,0.0,67.0,2.2,1.86,71.0,79.0,4.7,3.5
22.3,1.76,0.32,0.06,0.3,9.0,9.4,55.1,40.0,21.0,0.0,67.0,1.9,1.82,73.0,80.0,5.3,3.8
22.3,1.75,0.29,0.04,0.3,6.8,7.2,58.0,34.0,17.0,0.0,67.0,1.9,1.79,70.0,70.0,4.4,3.7
22.3,1.75,0.26,0.03,0.3,5.1,5.3,59.6,35.0,14.0,0.0,66.0,1.8,1.78,72.0,66.0,4.0,3.3
22.2,1.75,0.26,0.04,0.3,5.2,5.5,59.0,33.0,16.0,0.0,66.0,2.0,1.79,69.0,69.0,4.1,3.3
22.3,1.75,0.2,0.03,0.6,2.2,2.8,60.1,36.0,14.0,0.0,65.0,1.8,1.78,69.0,69.0,4.8,3.4
22.3,1.76,0.19,0.03,0.5,2.1,2.6,59.7,34.0,16.0,0.0,64.0,1.8,1.79,71.0,69.0,3.5,3.2
22.2,1.77,0.19,0.04,0.6,2.9,3.4,57.5,33.0,17.0,0.0,65.0,1.9,1.81,65.0,55.0,4.0,2.8
22.1,1.79,0.2,0.06,0.6,3.6,4.1,55.1,30.0,16.0,0.0,67.0,2.1,1.85,52.0,48.0,3.7,2.5
22.0,1.79,0.21,0.07,0.6,4.3,4.8,53.3,36.0,16.0,0.0,68.0,2.2,1.86,59.0,70.0,3.7,2.9
22.1,1.78,0.22,0.05,0.6,6.5,7.1,51.3,30.0,11.0,0.0,67.0,2.3,1.83,68.0,61.0,3.3,2.6
22.6,1.77,0.3,0.06,1.2,9.3,10.5,49.7,32.0,14.0,0.0,66.0,2.1,1.83,67.0,61.0,4.5,2.9
23.7,1.76,0.28,0.06,1.2,8.6,9.9,54.0,33.0,12.0,0.0,62.0,2.0,1.82,71.0,70.0,4.0,3.3
24.9,1.77,0.27,0.07,1.5,8.0,9.5,45.6,35.0,18.0,0.0,58.0,2.0,1.84,65.0,74.0,5.1,3.4
26.0,1.78,0.28,0.09,1.6,7.7,9.3,48.2,38.0,16.0,0.0,55.0,1.9,1.87,59.0,58.0,3.7,3.4
27.0,1.78,0.26,0.08,1.7,7.7,9.4,56.6,37.0,10.0,0.0,52.0,1.9,1.86,56.0,44.0,4.0,3.0
27.6,1.77,0.26,0.08,1.6,7.0,8.6,60.2,39.0,17.0,0.0,52.0,1.9,1.85,59.0,64.0,3.8,3.1
27.5,1.76,0.24,0.07,1.5,6.9,8.4,59.1,37.0,16.0,0.0,54.0,1.8,1.83,51.0,50.0,3.9,2.9
27.1,1.76,0.24,0.1,1.5,7.6,9.1,57.7,38.0,17.0,0.0,56.0,2.0,1.86,56.0,57.0,3.9,3.3
26.6,1.77,0.27,0.11,1.3,9.2,10.5,53.1,35.0,15.0,0.0,58.0,2.1,1.88,50.0,48.0,3.3,2.7
25.6,1.78,0.27,0.11,1.1,11.2,12.4,44.7,36.0,16.0,0.0,61.0,2.0,1.89,58.0,51.0,3.3,2.6
24.5,1.78,0.32,0.14,0.9,13.4,14.3,39.7,34.0,15.0,0.0,65.0,2.2,1.92,62.0,76.0,3.0,2.2
23.8,1.79,0.38,0.15,0.7,14.2,15.0,39.2,28.0,13.0,0.0,66.0,2.3,1.94,67.0,70.0,2.4,2.3
23.4,1.82,0.41,0.19,0.7,18.3,19.0,34.5,33.0,16.0,0.0,67.0,3.1,2.01,50.0,47.0,3.3,2.2
23.2,1.8,0.3,0.13,0.6,13.2,13.7,41.2,23.0,12.0,0.0,67.0,2.8,1.93,67.0,65.0,2.6,2.0
23.1,1.81,0.3,0.13,0.7,11.6,12.3,42.3,23.0,11.0,0.0,67.0,2.9,1.94,63.0,72.0,3.4,2.3
22.9,1.81,0.27,0.12,0.9,11.2,12.1,41.4,24.0,12.0,0.0,67.0,2.9,1.93,59.0,53.0,2.5,1.9
22.9,1.81,0.25,0.13,0.6,11.8,12.3,42.3,26.0,12.0,0.0,67.0,3.0,1.94,52.0,55.0,2.8,2.0
22.7,1.8,0.2,0.09,0.6,7.0,7.6,44.9,26.0,10.0,0.0,68.0,2.4,1.89,62.0,68.0,2.1,1.8
22.5,1.81,0.33,0.14,0.6,13.3,14.0,38.9,23.0,14.0,0.0,70.0,2.5,1.95,66.0,63.0,2.3,1.7
22.2,1.83,0.33,0.14,0.6,13.6,14.2,37.9,20.0,8.0,0.0,71.0,2.6,1.97,56.0,46.0,2.4,1.8
22.0,1.81,0.25,0.11,0.6,10.0,10.6,43.9,15.0,8.0,0.0,71.0,2.5,1.92,66.0,95.0,2.0,1.5
21.8,1.83,0.25,0.1,0.3,9.4,9.8,41.8,24.0,8.0,0.0,73.0,2.2,1.93,68.0,67.0,1.4,1.3
21.6,1.85,0.25,0.12,0.5,11.2,11.7,37.1,22.0,11.0,0.0,73.0,2.3,1.97,66.0,48.0,2.1,1.2
21.3,1.86,0.33,0.11,1.3,18.5,19.9,21.6,19.0,12.0,0.0,77.0,2.7,1.97,72.0,81.0,1.0,1.1
21.6,1.83,0.45,0.13,4.1,19.2,23.3,19.7,24.0,11.0,0.0,77.0,2.4,1.96,75.0,71.0,0.9,0.5
24.3,1.8,0.44,0.13,4.0,15.8,19.8,36.9,28.0,13.0,0.0,69.0,2.6,1.93,54.0,61.0,4.2,2.5
26.1,1.75,0.32,0.08,2.0,10.6,12.7,47.7,24.0,8.0,0.0,59.0,1.8,1.83,65.0,71.0,4.1,3.1
27.3,1.76,0.32,0.1,1.8,10.4,12.2,52.05,28.0,7.0,0.0,54.0,1.6,1.86,63.0,68.0,3.9,3.1
28.2,1.75,0.29000000000000004,0.085,1.6,9.15,10.75,56.4,29.0,9.5,0.0,49.0,1.5,1.835,71.0,72.0,5.0,3.4
28.7,1.74,0.26,0.07,1.4,7.9,9.3,57.4,30.0,12.0,0.0,51.0,1.4,1.81,58.0,53.0,4.7,3.5
28.3,1.73,0.26,0.07,1.2,7.9,9.2,57.7,40.0,18.0,0.0,52.0,1.4,1.8,68.0,77.0,5.3,3.6
27.5,1.73,0.25,0.07,1.3,7.8,9.1,55.7,36.0,9.0,0.0,53.0,1.2,1.8,61.0,49.0,5.2,3.8
25.9,1.74,0.25,0.08,1.4,9.9,11.2,50.1,44.0,14.0,0.0,63.0,1.6,1.82,60.0,62.0,5.1,4.1
24.8,1.75,0.25,0.09,1.0,11.5,12.5,47.3,41.0,14.0,0.0,67.0,1.4,1.84,57.0,56.0,4.9,3.8
23.7,1.76,0.31,0.09,0.6,11.5,12.0,49.5,33.0,14.0,0.0,70.0,1.4,1.85,60.0,63.0,5.1,3.8
23.3,1.76,0.28,0.07,0.5,8.7,9.3,54.3,31.0,18.0,0.0,69.0,1.1,1.83,59.0,58.0,4.9,3.8
23.2,1.75,0.28,0.08,0.3,8.9,9.3,54.2,30.0,14.0,0.0,68.0,1.3,1.83,64.0,60.0,5.0,3.3
23.0,1.76,0.28,0.07,0.3,8.5,9.0,52.8,25.0,11.0,0.0,69.0,1.4,1.83,63.0,68.0,4.1,3.0
23.0,1.76,0.27,0.07,2.7,8.2,10.9,51.6,26.0,9.0,0.0,68.0,1.2,1.83,65.0,58.0,3.8,3.1
22.8,1.76,0.26,0.07,0.7,8.2,8.8,50.5,24.0,10.0,0.0,68.0,1.4,1.83,68.0,72.0,3.4,2.8
22.6,1.77,0.27,0.08,0.3,9.1,9.6,48.1,20.0,12.0,0.0,69.0,1.5,1.85,72.0,74.0,3.7,2.6
22.6,1.76,0.24,0.04,0.3,8.0,8.5,50.8,22.0,14.0,0.0,69.0,1.2,1.8,75.0,72.0,3.9,2.9
22.4,1.75,0.2,0.03,1.8,4.4,6.2,50.5,21.0,9.0,0.0,70.0,2.2,1.78,74.0,69.0,3.0,2.9
22.0,1.78,0.19,0.05,1.8,5.4,7.2,47.5,21.0,8.0,0.0,71.0,2.1,1.83,73.0,63.0,3.1,2.4
21.7,1.79,0.21,0.08,1.7,5.5,7.2,45.1,16.0,12.0,0.0,73.0,2.1,1.87,60.0,55.0,3.6,2.5
21.6,1.77,0.23,0.07,1.7999999999999998,4.85,6.65,44.7,22.0,13.0,0.0,75.0,2.0,1.84,58.0,64.0,4.2,3.3
21.5,1.74,0.2,0.03,1.9,4.2,6.1,48.8,25.0,13.0,0.0,74.0,1.8,1.77,73.0,78.0,4.6,3.6
21.6,1.75,0.22,0.02,2.2,5.1,7.3,46.4,15.0,10.0,0.0,73.0,2.0,1.77,77.0,74.0,4.0,3.1
21.9,1.75,0.26,0.04,2.5,7.9,10.4,43.8,23.0,15.0,0.0,71.0,2.4,1.79,76.0,77.0,5.6,3.7
23.1,1.76,0.32,0.06,3.2,9.1,12.3,43.9,30.0,10.0,0.0,65.0,2.1,1.82,71.0,77.0,5.2,3.2
24.2,1.76,0.33,0.07,3.5,9.6,13.1,47.3,30.0,12.0,0.0,60.0,2.3,1.83,68.0,60.0,4.6,3.7
25.0,1.76,0.32,0.11,3.7,10.3,13.9,47.5,32.0,13.0,0.0,57.0,2.3,1.87,62.0,77.0,4.2,3.9
25.8,1.75,0.29,0.09,3.4,8.3,11.7,53.0,33.0,14.0,0.0,52.0,2.2,1.84,66.0,62.0,5.2,3.8
25.8,1.75,0.28,0.08,2.9,7.6,10.5,54.1,38.0,17.0,0.0,51.0,2.1,1.83,60.0,55.0,5.7,3.8
25.9,1.75,0.26,0.07,2.8,6.7,9.5,57.4,34.0,11.0,0.0,51.0,1.9,1.82,61.0,62.0,5.2,3.9
25.1,1.77,0.31,0.06,2.6,7.1,9.7,58.2,40.0,16.0,0.0,59.0,1.9,1.83,62.0,58.0,6.8,4.3
24.1,1.77,0.33,0.08,2.0,7.9,9.9,58.1,42.0,19.0,0.0,65.0,1.9,1.85,62.0,63.0,5.5,3.8
23.3,1.79,0.35,0.09,2.2,9.1,11.2,54.7,36.0,15.0,0.0,68.0,1.7,1.88,64.0,77.0,3.9,3.2
23.0,1.79,0.41,0.11,2.1,13.2,15.3,46.6,38.0,19.0,0.0,66.0,2.4,1.9,80.0,83.0,4.5,3.3
22.6,1.8,0.43,0.13,2.0,14.7,16.7,41.0,35.0,18.0,0.0,69.0,2.5,1.93,75.0,73.0,4.1,3.0
22.1,1.79,0.35,0.11,1.9,10.6,12.5,44.2,33.0,17.0,0.0,72.0,2.1,1.9,74.0,65.0,4.3,2.8
22.0,1.79,0.33,0.09,1.8,9.5,11.3,45.0,31.0,14.0,0.0,69.0,2.0,1.88,70.0,66.0,3.8,2.9
22.0,1.78,0.33,0.09,1.9,8.8,10.7,45.9,32.0,17.0,0.0,68.0,2.0,1.87,67.0,65.0,3.8,2.8
21.8,1.77,0.26,0.05,2.0,6.9,8.8,48.4,25.0,10.0,0.0,70.0,1.9,1.82,73.0,78.0,4.6,2.9
21.4,1.76,0.22,0.06,1.6,5.3,6.9,49.2,26.0,10.0,0.0,71.0,1.7,1.82,68.0,78.0,4.3,2.9
21.3,1.75,0.21,0.05,1.9,4.1,6.0,51.3,25.0,9.0,0.0,70.0,1.7,1.8,72.0,72.0,4.0,3.0
21.0,1.75,0.14,0.04,0.3,3.2,3.6,51.3,28.0,9.0,0.0,70.0,1.5,1.79,76.0,73.0,4.2,3.1
20.9,1.76,0.14,0.03,0.3,3.5,3.8,51.2,25.0,8.0,0.0,66.0,1.6,1.79,84.0,82.0,4.0,3.1
20.7,1.75,0.13,0.02,0.3,2.9,3.2,51.2,26.0,5.0,0.0,63.0,1.6,1.77,81.0,82.0,4.3,3.4
20.3,1.77,0.13,0.02,0.3,3.4,3.7,48.0,22.0,11.0,0.0,65.0,1.7,1.79,78.0,66.0,3.0,2.8
20.0,1.79,0.15,0.06,0.3,5.4,5.9,43.8,26.0,10.0,0.0,67.0,2.0,1.85,79.0,73.0,3.2,2.4
20.0,1.8,0.2,0.07,0.3,7.4,7.8,41.3,23.0,9.0,0.0,65.0,1.9,1.87,66.0,60.0,2.8,2.4
20.5,1.79,0.26,0.09,1.1,9.5,10.6,39.6,25.0,12.0,0.0,63.0,2.0,1.88,74.0,70.0,4.1,2.8
21.7,1.77,0.27,0.07,2.0,10.4,12.4,41.2,30.0,11.0,0.0,59.0,2.2,1.84,75.0,81.0,4.8,3.4
22.9,1.76,0.25,0.07,2.0,8.6,10.6,45.3,25.0,8.0,0.0,55.0,2.1,1.83,64.0,58.0,5.4,3.5
23.9,1.76,0.23,0.07,1.7,7.4,9.1,50.4,29.0,8.0,0.0,51.0,1.7,1.83,64.0,71.0,4.6,3.5
24.6,1.75,0.22,0.07,1.3,6.6,7.9,51.4,34.0,9.0,0.0,51.0,1.7,1.82,64.0,58.0,4.6,3.7
24.6,1.75,0.19,0.05,1.5,6.2,7.7,50.7,31.0,8.0,0.0,51.0,1.7,1.8,64.0,68.0,5.0,3.6
25.0,1.75,0.18,0.06,1.5,6.4,7.8,50.4,30.0,7.0,0.0,51.0,1.8,1.81,67.0,68.0,4.8,3.4
24.1,1.74,0.14,0.06,1.5,6.5,7.9,48.9,39.0,7.0,0.0,54.0,1.7,1.8,62.0,66.0,4.8,4.2
23.7,1.75,0.18,0.07,1.4,7.1,8.5,46.3,31.0,12.0,0.0,55.0,1.6,1.82,65.0,61.0,3.9,3.2
22.9,1.74,0.19,0.07,1.0,8.6,9.6,44.5,30.0,8.0,0.0,53.0,1.5,1.81,77.0,83.0,3.5,2.9
22.0,1.76,0.24,0.09,0.3,10.7,11.1,41.3,29.0,13.0,0.0,57.0,1.5,1.85,74.0,69.0,3.1,2.5
21.3,1.78,0.26,0.11,0.6,12.6,13.2,38.7,33.0,11.0,0.0,63.0,1.8,1.89,70.0,63.0,3.5,2.5
20.8,1.78,0.24,0.11,0.5,11.2,11.7,39.4,26.0,11.0,0.0,64.0,1.8,1.89,68.0,72.0,3.4,2.7
20.8,1.78,0.24,0.09,0.5,11.9,12.5,38.9,26.0,9.0,0.0,63.0,2.2,1.87,84.0,83.0,3.8,2.5
20.6,1.78,0.23,0.08,0.3,11.0,11.5,39.3,24.0,8.0,0.0,64.0,2.1,1.86,79.0,83.0,3.4,2.6
